target,gene,class,mechanism,family,group,organism
aac_NT,aacA35,Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac_NT,Acinetobacter Pseudomonas
aac2prime-Ia_NT,'aac(2'')-Ia',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC2-PRIME,aac2prime-Ia_NT,Escherichia Klebsiella Providencia Serratia
aac2prime-Ib_NT,'aac(2'')-Ib',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC2-PRIME,aac2prime-Ib_NT,Mycobacterium Mycolicibacterium
aac2prime-Ic_NT,'aac(2'')-Ic',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC2-PRIME,aac2prime-Ic_NT,Escherichia Mycobacterium
aac2prime-Id_NT,'aac(2'')-Id',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC2-PRIME,aac2prime-Id_NT,Mycolicibacterium
aac2prime-Ie_NT,'aac(2'')-Ie',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC2-PRIME,aac2prime-Ie_NT,Mycobacterium
aac3prime-Ic_NT,aac(3)-Ic,Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC3,aac3prime-Ic_NT,Acinetobacter Citrobacter Escherichia Klebsiella Pseudomonas Raoultella Salmonella Serratia
aac3prime-Id_NT,aac(3)-Id,Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC3,aac3prime-Id_NT,Campylobacter Escherichia Morganella Proteus Providencia Pseudomonas Salmonella Stutzerimonas Vibrio
aac3prime-If_NT,aac(3)-If,Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC3,aac3prime-If_NT,Citrobacter Enterobacter Escherichia Klebsiella Pseudomonas Serratia 
aac3prime-Ig_NT,aac(3)-Ig,Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC3,aac3prime-Ig_NT,Saccharophagus
aac3prime-Ih_NT,aac(3)-Ih,Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC3,aac3prime-Ih_NT,Paracoccus
aac3prime-Ii_NT,aac(3)-Ii,Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC3,aac3prime-Ii_NT,Sphingopyxis
aac3prime-Iib_NT,aac(3)-IIb,Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC3,aac3prime-Iib_NT,Burkholderia Enterobacter Escherichia Paracoccus Pseudomonas Salmonella Serratia
aac3prime-III_NT,aac(3)-IIe,Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC3,aac3prime-III_NT,Acinetobacter Aeromonas Avibacterium Citrobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Mannheimia Morganella Pasteurella Pluralibacter Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Shigella Shinella Staphylococcus Stenotrophomonas Vibrio
aac3prime-IIIa_NT,aac(3)-IIIa,Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC3,aac3prime-IIIa_NT,Burkholderia Pseudomonas
aac3prime-IIIb_NT,aac(3)-IIIb,Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC3,aac3prime-IIIb_NT,Bosea Burkholderia Pseudomonas
aac3prime-Ik_NT,aac(3)-Ik,Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC3,aac3prime-Ik_NT,Staphylococcus
aac3prime-Iva_NT,aac(3)-IVa,Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC3,aac3prime-Iva_NT,Acinetobacter Aeromonas Bacillus Citrobacter Cronobacter Enterobacter Enterococcus Escherichia Klebsiella Morganella Pasteurella Proteus Providencia Pseudomonas Salmonella Serratia Shigella Stenotrophomonas Streptococcus Streptomyces Vibrio Yersinia
aac3prime-via_NT,aac(3)-VIa,Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC3,aac3prime-via_NT,Citrobacter Enterobacter Escherichia Klebsiella Morganella Proteus Providencia Pseudomonas Salmonella Serratia Shigella
aac6prime_NT,aacA34,Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime_NT,Achromobacter Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Pantoea Pseudomonas Salmonella 
aac6prime-31_NT,'aac(6'')-31/aacA8',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-31_NT,Acinetobacter Aeromonas Alcaligenes Citrobacter Delftia Enterobacter Escherichia Fluviibacter Klebsiella Pollutimonas Pseudomonas Raoultella Stenotrophomonas 
aac6prime-32_NT,'aac(6'')-32',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-32_NT,Burkholderia Klebsiella Pseudomonas
aac6prime-Ia_NT,'aac(6'')-Ia',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-Ia_NT,Aeromonas Citrobacter Corynebacterium Enterobacter Escherichia Klebsiella Providencia Pseudomonas Serratia Shigella Stenotrophomonas Vibrio Wohlfahrtiimonas
aac6prime-Iae_NT,'aac(6'')-Iae',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-Iae_NT,Citrobacter Enterobacter Escherichia Providencia Pseudomonas Salmonella
aac6prime-Iai_NT,'aac(6'')-Iai',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-Iai_NT,Alcaligenes Escherichia Klebsiella Pseudomonas
aac6prime-Ic_NT,'aac(6'')-Ic',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-Ic_NT,Enterobacter Klebsiella Proteus Serratia
aac6prime-Id_NT,'aac(6'')-Id',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-Id_NT,Klebsiella
aac6prime-If_NT,'aac(6'')-If',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-If_NT,Citrobacter Enterobacter Escherichia Vibrio
aac6prime-ig_NT,'aac(6'')-Ig',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-ig_NT,Acinetobacter Pseudomonas
aac6prime-Iia_NT,'aac(6'')-IIa',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-Iia_NT,Achromobacter Acinetobacter Actinobacillus Aeromonas Alcaligenes Bordetella Burkholderia Citrobacter Comamonas Corynebacterium Delftia Diaphorobacter Ectopseudomonas Edwardsiella Enterobacter Escherichia Klebsiella Laribacter Leclercia Morganella Neopusillimonas Pasteurella Phytobacter Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Shewanella Stenotrophomonas Stutzerimonas Vibrio 
aac6prime-Iib_NT,'aac(6'')-IIb',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-Iib_NT,Klebsiella Pseudomonas
aac6prime-Iic_NT,'aac(6'')-IIc',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-Iic_NT,Acinetobacter Aeromonas Citrobacter Comamonas Cronobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Pluralibacter Proteus Providencia Pseudescherichia Pseudomonas Salmonella Serratia Stenotrophomonas Vibrio
aac6prime-Ij_NT,'aac(6'')-I',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-Ij_NT,Acinetobacter Enterococcus Escherichia Klebsiella Listeria Pseudomonas Staphylococcus Streptococcus
aac6prime-ik_NT,'aac(6'')-I',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-ik_NT,Acinetobacter Enterococcus Escherichia Klebsiella Listeria Pseudomonas Staphylococcus Streptococcus
aac6prime-Il_NT,'aac(6'')-Ip',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-Il_NT,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Pseudomonas Salmonella Serratia
aac6prime-Ir_NT,'aac(6'')-I',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-Ir_NT,Acinetobacter Enterococcus Escherichia Klebsiella Listeria Pseudomonas Staphylococcus Streptococcus
aac6prime-Ir_NT.1,'aac(6'')-Ir',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-Ir_NT,Acinetobacter
aac6prime-Is_NT,'aac(6'')-I',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-Is_NT,Acinetobacter Enterococcus Escherichia Klebsiella Listeria Pseudomonas Staphylococcus Streptococcus
aac6prime-Is_NT.1,'aac(6'')-I',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-Is_NT,Acinetobacter Enterococcus Escherichia Klebsiella Listeria Pseudomonas Staphylococcus Streptococcus
aac6prime-It,'aac(6'')-It',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-It,Acinetobacter
aac6prime-Iu_NG,'aac(6'')-Iu',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-Iu_NG,Acinetobacter
aac6prime-Iw_NT,'aac(6'')-Iw',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-Iw_NT,Acinetobacter
aac6prime-Iw_NT.1,'aac(6'')-Iw',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-Iw_NT,Acinetobacter
aac6prime-Ix_NT,'aac(6'')-I',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-Ix_NT,Acinetobacter Enterococcus Escherichia Klebsiella Listeria Pseudomonas Staphylococcus Streptococcus
aac6prime-Iy_NT,'aac(6'')-Iaa/ly',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6prime-Iy_NT,Salmonella
aac6primeIi_NT,'aac(6'')-Ii',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6primeIi_NT,Enterococcus
aac6primeIm_NT,'aac(6'')-Im',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aac6primeIm_NT,Campylobacter Citrobacter Clostridioides Clostridium Eggerthella Enterobacter Enterocloster Enterococcus Escherichia Haemophilus Histophilus Klebsiella Pasteurella Providencia Pseudomonas Salmonella Serratia Streptococcus [Clostridium] 
aacA-ACI6_NG,aacA-ACI6,Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aacA-ACI6_NG,Acinetobacter
aacA29_NT,'aac(6'')-29',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aacA29_NT,Enterobacter Escherichia Klebsiella Pseudomonas Serratia 
aacA43_NT,aacA43,Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aacA43_NT,Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Pseudomonas
aacC1_NT,aac(3)-Ia,Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC3,aacC1_NT,Acinetobacter Agrobacterium Azotobacter Bordetella Borreliella Brucella Burkholderia Citrobacter Cupriavidus Enterobacter Escherichia Helicobacter Klebsiella Legionella Morganella Pluralibacter Proteus Providencia Pseudomonas Rubrivivax Salmonella Serratia Stenotrophomonas Vibrio 
aadA10_NT,aadA10,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT3-DPRIME,aadA10_NT,Aeromonas Citrobacter Edwardsiella Enterobacter Escherichia Klebsiella Photobacterium Providencia Pseudomonas Raoultella Salmonella Serratia Shewanella Vibrio 
aadA13_NT,aadA13/8,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT3-DPRIME,aadA13_NT,Acinetobacter Aeromonas Enterobacter Escherichia Klebsiella Morganella Providencia Pseudoalteromonas Pseudomonas Salmonella Serratia Stenotrophomonas Stutzerimonas Vibrio Yersinia 
aadA13_NT.1,aadA13,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT3-DPRIME,aadA13_NT,Acinetobacter Aeromonas Alcaligenes Comamonas Enterobacter Escherichia Klebsiella Morganella Paralysiella Priestia Proteus Providencia Pseudoalteromonas Pseudomonas Salmonella Serratia Shewanella Stenotrophomonas Stutzerimonas Vibrio Yersinia 
aadA14_NT,aadA14,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT3-DPRIME,aadA14_NT,Pasteurella Proteus
aadA16_NT,aadA16,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT3-DPRIME,aadA16_NT,Acinetobacter Aeromonas Alcaligenes Citrobacter Comamonas Cronobacter Edwardsiella Enterobacter Escherichia Klebsiella Kluyvera_intermedia Laribacter Leclercia Morganella Photobacterium Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Shewanella Shigella Vibrio
aadA1b_NT,aadA1,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT3-DPRIME,aadA1b_NT,Achromobacter Acinetobacter Actinobacillus Aeromonas Alcaligenes Anaplasma Avibacterium Bacillus Bordetella Burkholderia Campylobacter Citrobacter Clostridioides Corynebacterium Cronobacter Deinococcus Enterobacter Escherichia Glaesserella Klebsiella Kluyvera_intermedia Lactobacillus Leclercia Morganella Neisseria Parvimonas Pasteurella Pectobacterium Pluralibacter Prevotella Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Shewanella Shigella Sphingobium Staphylococcus Stenotrophomonas Streptococcus Trueperella Vibrio Xanthomonas Yersinia bacterium 
aadA4_NT,aadA4,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT3-DPRIME,aadA4_NT,Acinetobacter Aeromonas Brevundimonas Citrobacter Enterobacter Escherichia Klebsiella Morganella Proteus Pseudomonas Psychrobacter Raoultella Salmonella Shewanella Shigella Stenotrophomonas Streptomyces 
aadA6_NT,aadA11/6,Aminoglycosides,Aminoglycoside_N-acetyltransferases,ANT3-DPRIME,aadA6_NT,Acinetobacter Aeromonas Alcaligenes Caldimonas Citrobacter Comamonas Enterobacter Escherichia Klebsiella Leclercia Providencia Pseudomonas Serratia Shewanella Stenotrophomonas 
aadA7_NT,aadA7,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT3-DPRIME,aadA7_NT,Aeromonas Campylobacter Castellaniella Citrobacter Enterobacter Escherichia Klebsiella Morganella Proteus Providencia Pseudomonas Salmonella Shewanella Vibrio
aadA9_NT,aadA9,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT3-DPRIME,aadA9_NT,Brevibacterium Corynebacterium Escherichia Glutamicibacter Morganella Prescottella Proteus Rhodococcus Salmonella Staphylococcus Streptococcus Trueperella 
aadE_NT,ant(6)-Ia,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT6,aadE_NT,Acinetobacter Aliarcobacter Bacillus Campylobacter Clostridioides Clostridium Enterobacter Enterococcus Erysipelothrix Escherichia Herbinix Jeotgalibaca Klebsiella Kurthia Lactococcus Ligilactobacillus Listeria Macrococcus Providencia Pseudomonas Salmonella Staphylococcus Stenotrophomonas Streptococcus Vagococcus Vibrio
aadE_NT.1,ant(6)-Ia,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT6,aadE_NT,Acinetobacter Aliarcobacter Bacillus Campylobacter Clostridioides Clostridium Enterobacter Enterococcus Erysipelothrix Escherichia Herbinix Jeotgalibaca Klebsiella Kurthia Lactococcus Ligilactobacillus Listeria Macrococcus Phascolarctobacterium Providencia Pseudomonas Salmonella Staphylococcus Stenotrophomonas Streptococcus Vagococcus Vibrio
aadK_NT,aadK,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT6,aadK_NT,Bacillus Klebsiella Streptococcus
aadK_NT.1,aadK,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT6,aadK_NT,Bacillus Enterococcus Klebsiella Streptococcus
aadK_NT.2,aadK,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT6,aadK_NT,Bacillus Enterococcus Klebsiella Streptococcus
aadS_NT,aadS,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT6,aadS_NT,Alistipes Bacteroidales Bacteroides Bergeyella Butyricimonas Chryseobacterium Cloacibacterium Elizabethkingia Empedobacter Escherichia Faecalibacter Flavobacterium Myroides Parabacteroides Phocaeicola Riemerella Salmonella Segatella Sphingobacterium Vaginella 
ampC_NT,blaDHA,betalactams,Class_C_betalactamases,DHA,ampC_NT,Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Leclercia Morganella Oceanimonas Pluralibacter Proteus Providencia Pseudescherichia Pseudomonas Raoultella Salmonella Serratia Vibrio
ant4prime-ib_NT,'ant(4'')-Ib',Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT4-PRIME,ant4prime-ib_NT,Bacillus Shouchella
ant4prime-ib_NT.1,'ant(4'')-Ib',Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT4-PRIME,ant4prime-ib_NT,Bacillus Shouchella
ant4prime-IIa_NT,'ant(4'')-IIa',Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT4-PRIME,ant4prime-IIa_NT,Pseudomonas
ant4prime-IIb_NT,'ant(4'')-IIb',Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT4-PRIME,ant4prime-IIb_NT,Achromobacter Citrobacter Enterobacter Escherichia Klebsiella Pseudomonas Stenotrophomonas
ant6prime-ib_NT,ant(6)-Ib,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT6,ant6prime-ib_NT,Acholeplasma Campylobacter Clostridioides Clostridium Erysipelatoclostridium Streptococcus 
ant9prime-ib_or_aad9_NT,ant(9)-Ib,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT9,ant9prime-ib_or_aad9_NT,Aerococcus Aeromonas Bacillus Enterococcus Escherichia Mycobacterium Salmonella Streptococcus Vallitaleaceae
aph2prime-Ia_NT,'aac(6′)-Ie-aph(2″)-Ia/aph(2'''')-Ia',Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aph2prime-Ia_NT,Anaerostipes Arcobacter Bacillus Bacteroides Campylobacter Clostridioides Clostridium Eggerthella Enterobacter Enterococcus Erysipelatoclostridium Escherichia Eubacterium Faecalibacterium Glaesserella Helicobacter Klebsiella Lactococcus Ligilactobacillus Mediterraneibacter Morganella NA Oscillospiraceae Ruthenibacterium Staphylococcus Stenotrophomonas Streptococcus
aph2prime-ia_NT,aac(6′)-Ie-aph(2″)-Ia,Aminoglycosides,Aminoglycoside_N-acetyltransferases,AAC6-PRIME,aph2prime-ia_NT,Anaerostipes Arcobacter Bacillus Bacteroides Bifidobacterium Campylobacter Clostridioides Clostridium Eggerthella Enterobacter Enterococcus Erysipelatoclostridium Escherichia Eubacterium Faecalibacterium Glaesserella Helicobacter Klebsiella Lactococcus Ligilactobacillus Mediterraneibacter Morganella NA Oscillospiraceae Ruthenibacterium Staphylococcus Stenotrophomonas Streptococcus
aph2prime-Ib_NT,'aph(2'''')-IIa',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH2-DPRIME,aph2prime-Ib_NT,Campylobacter Citrobacter Clostridioides Clostridium Enterobacter Enterocloster Enterococcus Escherichia Haemophilus Histophilus Klebsiella Pasteurella Providencia Pseudomonas Salmonella Serratia Streptococcus 
aph2prime-Ib_NT.1,'aph(2'''')-IIa',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH2-DPRIME,aph2prime-Ib_NT,Campylobacter Citrobacter Clostridioides Clostridium Enterobacter Enterocloster Enterococcus Escherichia Haemophilus Histophilus Klebsiella Pasteurella Providencia Pseudomonas Salmonella Serratia Streptococcus 
aph2prime-Ic_NT,'aph(2'''')-IIIa',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH2-DPRIME,aph2prime-Ic_NT,Campylobacter Enterococcus Klebsiella Staphylococcus Streptococcus
aph2prime-Ic_NT.1,'aph(2'''')-IIIa',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH2-DPRIME,aph2prime-Ic_NT,Campylobacter Enterococcus Klebsiella Staphylococcus Streptococcus
aph2prime-Id_NT,'aph(2'''')-Iva/Ie',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH2-DPRIME,aph2prime-Id_NT,Enterococcus 
aph3prime-ib_NT,'aph(3'')-Ib',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH3-PRIME,aph3prime-ib_NT,Acinetobacter Bacteroides Burkholderia Citrobacter Comamonas Ectopseudomonas Enterobacter Escherichia Klebsiella Moraxella Morganella Neopusillimonas Phocaeicola Pseudomonas Salmonella Serratia 
aph3prime-ib_NT.1,'aph(3'')-Ib',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH3-PRIME,aph3prime-ib_NT,Acinetobacter Bacteroides Burkholderia Citrobacter Comamonas Ectopseudomonas Enterobacter Escherichia Klebsiella Moraxella Morganella Neopusillimonas Phocaeicola Pseudomonas Salmonella Serratia 
aph3prime-id_NT,'aph(3'')-Id',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH3-PRIME,aph3prime-id_NT,Escherichia Salmonella 
aph3prime-iib_NT,'aph(3'')-IIb',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH3-PRIME,aph3prime-iib_NT,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Pseudomonas Serratia Staphylococcus Stenotrophomonas Vibrio
aph3prime-iic_NT,'aph(3'')-IIc',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH3-PRIME,aph3prime-iic_NT,Acinetobacter Elizabethkingia Klebsiella Pseudomonas Salmonella Stenotrophomonas
aph3prime-III_NT,'aph(3'')-IIIa',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH3-PRIME,aph3prime-III_NT,Acinetobacter Aliarcobacter Anaerostipes Bacillus Bacteroides Bifidobacterium Butyricimonas Campylobacter Clostridioides Clostridium Corynebacterium Eggerthella Enterobacter Enterocloster Enterococcus Erysipelothrix Escherichia Eubacterium Fusobacterium Gordonibacter Helicobacter Klebsiella Lachnospiraceae Legionella Leptospira Listeria Mannheimia Mycobacterium Neisseria Parabacteroides Phocaeicola Providencia Pseudomonas Roseburia Salmonella Staphylococcus Streptococcus Vagococcus Vibrio
aph3prime-Iva_NT,'aph(3'')-IVa',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH3-PRIME,aph3prime-Iva_NT,Enterococcus Niallia Paenibacillus
aph3prime-va_NT,'aph(3'')-Va',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH3-PRIME,aph3prime-va_NT,Streptomyces
aph3prime-vc_NT,'aph(3'')-Vc',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH3-PRIME,aph3prime-vc_NT,Micromonospora NA
aph3prime-viia_NT,'aph(3'')-VIIa',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH3-PRIME,aph3prime-viia_NT,Campylobacter
aph3prime-viii_NT,'aph(3'')-VIIIa',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH3-PRIME,aph3prime-viii_NT,Streptomyces
aph3prime-xv_NT,'aph(3'')-XV',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH3-PRIME,aph3prime-xv_NT,Achromobacter Acinetobacter Aeromonas Brevundimonas Citrobacter Ectopseudomonas Enterobacter Escherichia Klebsiella Kluyvera Leclercia Morganella Proteus Providencia Pseudomonas Salmonella Solilutibacter Stenotrophomonas Vibrio 
aph4-ia_NT,aph(4)-Ia,Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH4,aph4-ia_NT,Acinetobacter Aeromonas Bacillus Citrobacter Enterobacter Escherichia Klebsiella Listeria Morganella Mycobacterium Pasteurella Proteus Providencia Pseudomonas Salmonella Serratia Shigella Stenotrophomonas Streptococcus Vibrio Yersinia
aph4-ib_NT,'aph(7'''')-Ia',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH7-DPRIME,aph4-ib_NT,Escherichia Klebsiella Mycobacterium Streptomyces
aph6-ia_NT,aph(6)-Ia,Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH6,aph6-ia_NT,Streptomyces streptomycete
aph6-ia_NT.1,aph(6)-Ia,Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH6,aph6-ia_NT,Streptomyces
aph6-ib_NT,aph(6)-Ib,Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH6,aph6-ib_NT,Streptomyces
aph6-ic_NT,aph(6)-Ic,Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH6,aph6-ic_NT,Acinetobacter Aeromonas Agrobacterium Burkholderia Citrobacter Enterobacter Escherichia Klebsiella Pseudomonas Salmonella Serratia Shigella Sinorhizobium Stenotrophomonas Vibrio 
aph9-ia_NT,aph(9)-Ia,Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH9,aph9-ia_NT,Legionella
aph9-ib_NT,aph(9)-Ib,Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH9,aph9-ib_NT,Streptomyces
aphA2_NT,'aph(3'')-IIa',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH3-DPRIME,aphA2_NT,Acinetobacter Aeromonas Agrobacterium Azotobacter Bacillus Burkholderia Citrobacter Clostridium Corynebacterium Edwardsiella Elizabethkingia Enterobacter Enterococcus Escherichia Klebsiella Leptospira Listeria Mycobacterium Neisseria Phocaeicola Proteus Providencia Pseudomonas Rhizobium Rhodopseudomonas Salmonella Serratia Shewanella Shigella Staphylococcus Stenotrophomonas Streptococcus Vibrio Xanthomonas
aphA6_NT,'aph(3'')-VIa',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH3-PRIME,aphA6_NT,Acinetobacter Actinobacillus Aeromonas Alcaligenes Burkholderia Citrobacter Clostridium Corynebacterium Enterobacter Escherichia Klebsiella Morganella Pasteurella Proteus Providencia Pseudomonas Salmonella Serratia Stenotrophomonas Stutzerimonas
aphA6_NT.1,'aph(3'')-VI',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH3-PRIME,aphA6_NT,Acinetobacter Aeromonas Alcaligenes Burkholderia Citrobacter Ectopseudomonas Enterobacter Escherichia Klebsiella Kluyvera_intermedia Morganella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Stenotrophomonas Stutzerimonas Vibrio
aphAI_NT,'aph(3'')-Ia',Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH3-DPRIME,aphAI_NT,Acinetobacter Actinobacillus Aeromonas Alcaligenes Avibacterium Bacillus Bartonella Bordetella Brucella Burkholderia Campylobacter Citrobacter Clostridioides Comamonas Corynebacterium Cronobacter Deinococcus Delftia Edwardsiella Enterobacter Escherichia Faecalibacterium Francisella Gardnerella Glaesserella Haemophilus Histophilus Klebsiella Kluyvera_intermedia Laribacter Leclercia Legionella Listeria Mannheimia Moraxella Morganella Mycobacterium Neisseria Pasteurella Photobacterium Pluralibacter Proteus Providencia Pseudomonas Salmonella Serratia Shewanella Shigella Staphylococcus Stenotrophomonas Streptococcus Treponema Trueperella Vibrio Xanthomonas Yersinia 
apmA_NT,apmA,Aminoglycosides,Aminoglycoside_N-acetyltransferases,APMA,apmA_NT,Campylobacter Clostridioides Enterococcus Staphylococcus Streptococcus
armA_NT,armA,Aminoglycosides,16S_rRNA_methyltransferases,ARMA,armA_NT,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Haemophilus Klebsiella Leclercia Morganella Pluralibacter Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Shewanella Staphylococcus Vibrio
bla1_T,bla1,betalactams,Class_A_betalactamases,BLA1,bla1_T,Bacillus Enterococcus
