target,gene,class,mechanism,family,group,organism
dfrD_NT,dfrD,Trimethoprim,Dihydrofolate_reductase,DFRD,dfrD_NT,Enterococcus Listeria Staphylococcus Streptococcus
dfrG_NT,dfrG,Trimethoprim,Dihydrofolate_reductase,DFRG,dfrG_NT,Acinetobacter Campylobacter Enterobacter Enterococcus Escherichia Jeotgalibaca Klebsiella Lactococcus Ligilactobacillus Listeria Salmonella Staphylococcus Streptococcus
dfrK_NT,dfrK,Trimethoprim,Dihydrofolate_reductase,DFRK,dfrK_NT,Enterococcus Jeotgalibaca Macrococcoides Mammaliicoccus Staphylococcus Streptococcus
emrD_NT,vctP,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,VCTP,emrD_NT,Vibrio
eptA_NT,eptA,Cationic_antimicrobial_peptides,Lipid_A_modification,EPTA,eptA_NT,Acinetobacter Escherichia Klebsiella Shigella
ereA_NT,ere(A),MLS,Macrolide_esterases,EREA,ereA_NT,Achromobacter Acinetobacter Actinobacillus Aeromonas Citrobacter Comamonas Cronobacter Deinococcus Enterobacter Escherichia Helicobacter Klebsiella Kluyvera_intermedia Laribacter Morganella Pandoraea Pasteurella Pluralibacter Proteus Providencia Pseudoalteromonas Pseudomonas Salmonella Serratia Shinella Stenotrophomonas Vibrio Vogesella 
ereA2_NT,ere(A2)/(A),MLS,Macrolide_esterases,EREA,ereA2_NT,Acinetobacter Aeromonas Citrobacter Cronobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Morganella Pasteurella Pluralibacter Proteus Providencia Pseudescherichia Pseudomonas Rhodospirillales Salmonella Serratia Vibrio
ereB_NT,ere(B),MLS,Macrolide_esterases,EREB,ereB_NT,Acinetobacter Enterobacter Escherichia Klebsiella Morganella Providencia
erm30_or_pikR1_NT,erm(30),MLS,23S_rRNA_methyltransferases,ERM30,erm30_or_pikR1_NT,Streptomyces
erm31_NT,erm(31),MLS,23S_rRNA_methyltransferases,ERM,erm31_NT,Streptomyces
erm32_or_tlrB_NT,erm(32),MLS,23S_rRNA_methyltransferases,ERM32,erm32_or_tlrB_NT,Streptomyces
erm33_NT,erm(33),MLS,23S_rRNA_methyltransferases,ERMA,erm33_NT,Bacillus Ligilactobacillus Limosilactobacillus Mammaliicoccus Oceanobacillus Pelagerythrobacter Staphylococcus Vagococcus 
erm34_NT,erm(34),MLS,23S_rRNA_methyltransferases,ERM,erm34_NT,Alkalihalobacillus Bacillus Shouchella
erm34_NT.1,erm(34),MLS,23S_rRNA_methyltransferases,ERM,erm34_NT,Alkalihalobacillus Bacillus Shouchella
erm35_NT,erm(35),MLS,23S_rRNA_methyltransferases,ERM,erm35_NT,Bacteroides Parabacteroides Phocaeicola Riemerella
erm36_or_ermML_NT,erm(36),MLS,23S_rRNA_methyltransferases,ERM,erm36_or_ermML_NT,Micrococcus
erm37_NT,erm(37),MLS,23S_rRNA_methyltransferases,ERM37,erm37_NT,Mycobacterium Stenotrophomonas
erm39_NT,erm(39),MLS,23S_rRNA_methyltransferases,ERM,erm39_NT,Mycobacterium Mycolicibacterium
erm40_NT,erm(40),MLS,23S_rRNA_methyltransferases,ERM,erm40_NT,Mycobacterium Mycolicibacterium
erm41_NT,erm(41),MLS,23S_rRNA_methyltransferases,ERM,erm41_NT,Mycobacterium Mycobacteroides
erm42_NT,erm(42),MLS,23S_rRNA_methyltransferases,ERM42,erm42_NT,Acinetobacter Actinobacillus Alcaligenes Citrobacter Enterobacter Escherichia Histophilus Klebsiella Mannheimia Morganella Oceanimonas Pasteurella Proteus Providencia Pseudomonas Salmonella Serratia Shewanella Shigella Vibrio
erm43_NT,erm(43),MLS,23S_rRNA_methyltransferases,ERM,erm43_NT,Mammaliicoccus Staphylococcus
erm43_NT.1,erm(43),MLS,23S_rRNA_methyltransferases,ERM,erm43_NT,Mammaliicoccus Staphylococcus
ermA_or_ermTR_NT,erm(A),MLS,23S_rRNA_methyltransferases,ERMA,ermA_or_ermTR_NT,Acinetobacter Aerococcus Anaerococcus Bacillus Campylobacter Citrobacter Clostridioides Clostridium Enterococcus Escherichia Ezakiella Fenollaria Finegoldia Helcococcus Klebsiella Lactobacillus Listeria Nocardia Parvimonas Pasteurella Peptoniphilus Providencia Staphylococcus Streptococcus
ermA_or_ermTR_NT.1,erm(A),MLS,23S_rRNA_methyltransferases,ERMA,ermA_or_ermTR_NT,Acinetobacter Aerococcus Anaerococcus Bacillus Campylobacter Citrobacter Clostridioides Clostridium Enterococcus Escherichia Ezakiella Fenollaria Finegoldia Helcococcus Klebsiella Lactobacillus Listeria Parvimonas Pasteurella Peptoniphilus Providencia Staphylococcus Streptococcus
ermB_NT,erm(B),MLS,23S_rRNA_methyltransferases,ERMB,ermB_NT,Acinetobacter Bacillus Bacteroides Campylobacter Citrobacter Clostridiales Clostridioides Clostridium Edwardsiella Enterobacter Enterococcus Escherichia Faecalibacterium Faecalimonas Haemophilus Klebsiella Listeria Lysinibacillus Mammaliicoccus Morganella Mycobacterium Neisseria Providencia Pseudomonas Salmonella Serratia Solobacterium Staphylococcus Streptococcus Vagococcus Vibrio [Clostridium] [Ruminococcus]
ermD_NT,erm(D),MLS,23S_rRNA_methyltransferases,ERMD,ermD_NT,Bacillus
ermE_NT,erm(E),MLS,23S_rRNA_methyltransferases,ERME,ermE_NT,Saccharopolyspora
ermF_NT,erm(F),MLS,23S_rRNA_methyltransferases,ERMF,ermF_NT,Alistipes Bacteroides Barnesiella Campylobacter Capnocytophaga Chryseobacterium Clostridioides Dysgonomonas Elizabethkingia Empedobacter Escherichia Fermentimonas Myroides Neisseria Parabacteroides Phocaeicola Prevotella Riemerella Salmonella Segatella Sphingobacterium 
ermF_NT.1,erm(F),MLS,23S_rRNA_methyltransferases,ERMF,ermF_NT,Alistipes Bacteroides Barnesiella Campylobacter Clostridioides Dysgonomonas Elizabethkingia Escherichia Neisseria Ornithobacterium Parabacteroides Phocaeicola Prevotella Riemerella Salmonella Segatella 
ermG_NT,erm(G),MLS,23S_rRNA_methyltransferases,ERMG,ermG_NT,Alistipes Bacillus Bacteroides Clostridioides Clostridium Coprobacter Enterococcus Escherichia Exiguobacterium Klebsiella Lacticaseibacillus Listeria Lysinibacillus Maliibacterium Oceanobacillus Phocaeicola Salmonella Segatella Streptococcus [Clostridium] 
ermH_or_carB_NT,erm(H),MLS,23S_rRNA_methyltransferases,ERMH,ermH_or_carB_NT,Streptomyces
ermN_NT,erm(N),MLS,23S_rRNA_methyltransferases,ERMN,ermN_NT,Streptomyces
ermO_NT,erm(O),MLS,23S_rRNA_methyltransferases,ERMO,ermO_NT,Streptomyces
ermO_NT.1,erm(O),MLS,23S_rRNA_methyltransferases,ERMO,ermO_NT,Streptomyces
ermQ_NT,erm(Q),MLS,23S_rRNA_methyltransferases,ERMQ,ermQ_NT,Clostridioides Clostridium Intestinibacter Paeniclostridium Peptacetobacter Turicibacter
ermR_NT,erm(R),MLS,23S_rRNA_methyltransferases,ERMR,ermR_NT,Aeromicrobium Arthrobacter
ermR_NT.1,erm(R),MLS,23S_rRNA_methyltransferases,ERMR,ermR_NT,Aeromicrobium Arthrobacter
ermSF_NT,erm(S),MLS,23S_rRNA_methyltransferases,ERMS,ermSF_NT,Streptomyces
ermT_or_ermGT_NT,erm(T),MLS,23S_rRNA_methyltransferases,ERMR,ermT_or_ermGT_NT,Avibacterium Clostridioides Clostridium Enterococcus Erysipelothrix Escherichia Klebsiella Lactobacillus Ligilactobacillus Limosilactobacillus Listeria Mannheimia Moraxella Pasteurella Providencia Salmonella Staphylococcus Streptococcus 
ermU_NT,erm(U),MLS,23S_rRNA_methyltransferases,ERMU,ermU_NT,Streptomyces
ermU_or_lmrB_NT,ermU_or_lmrB,MLS,23S_rRNA_methyltransferases,ERMU,ermU_or_lmrB_NT,Corynebacterium [Brevibacterium]
ermV_NT,erm(V),MLS,23S_rRNA_methyltransferases,ERMV,ermV_NT,Streptomyces
ermW_or_myrB_NT,erm(W),MLS,23S_rRNA_methyltransferases,ERM,ermW_or_myrB_NT,Micromonospora
ermX_or_ermCD_NT,erm(X),MLS,23S_rRNA_methyltransferases,ERMX,ermX_or_ermCD_NT,Acinetobacter Bifidobacterium Corynebacterium Cutibacterium Escherichia Gardnerella Mycobacterium Staphylococcus Streptococcus Trueperella Winkia
ermY_or_ermGM_NT,erm(Y),MLS,23S_rRNA_methyltransferases,ERMB,ermY_or_ermGM_NT,Listeria Nosocomiicoccus Staphylococcus Vagococcus
ermZ_or_srmD_NT,erm(Z),MLS,23S_rRNA_methyltransferases,ERM,ermZ_or_srmD_NT,Streptomyces
farA_NT,fusB,Fusidic_acid,Ribosomal_zinc-binding_protein,FUSB,farA_NT,Clostridioides Listeria Staphylococcus
femA_NT,femA,methicillin resistance,methicillin resistance factor,FEMA,femA_NT,Staphylococcus
femA_NT.1,femA,methicillin resistance,methicillin resistance factor,FEMA,femA_NT,Staphylococcus
femB_NT,femB,methicillin resistance,methicillin resistance factor,FEMB,femB_NT,Staphylococcus
femB_NT.1,femB,methicillin resistance,methicillin resistance factor,FEMB,femB_NT,Staphylococcus
fexA_NT,fexA,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,FEXA,fexA_NT,Bacillus Campylobacter Clostridium Enterococcus Escherichia Klebsiella Lactococcus Listeria Salmonella Staphylococcus Streptococcus Vagococcus
floR_NT,floR,Fluoroquinolones,Phenicol_resistance_MFS_efflux_pumps,FLOR,floR_NT,Acinetobacter Aeromonas Brevundimonas Burkholderia Citrobacter Cronobacter Edwardsiella Elizabethkingia Enterobacter Escherichia Klebsiella Kluyvera_intermedia Listeria Mannheimia Morganella Pasteurella Photobacterium Proteus Providencia Pseudomonas Psychrobacter Riemerella Salmonella Serratia Shewanella Shigella Staphylococcus Stenotrophomonas Streptococcus Vibrio Yersinia 
floR_NT.1,floR,Phenicol,Phenicol_resistance_MFS_efflux_pumps,FLOR,floR_NT,Acinetobacter Aeromonas Brucella Burkholderia Citrobacter Cronobacter Devosia Edwardsiella Elizabethkingia Enterobacter Escherichia Klebsiella Kluyvera_intermedia Listeria Mannheimia Morganella Paracoccus Pasteurella Photobacterium Porphyrobacter Proteus Providencia Pseudochrobactrum Pseudomonas Rhodobacteraceae Salmonella Serratia Shewanella Shigella Sphingomonas Staphylococcus Stenotrophomonas Streptococcus Stutzerimonas Vibrio Yersinia 
fmrO_NT,fmrO,Aminoglycosides,16S_rRNA_methyltransferases,FMRO,fmrO_NT,Micromonospora
folA_NT,folA,Diaminopyrimidine,dihydrofolate reductase,FOLA,folA_NT,Acinetobacter
fosA_NT,fosA,Fosfomycin,Fosfomycin_thiol_transferases,FOSA,fosA_NT,Acinetobacter Citrobacter Cronobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Kosakonia Listeria Pluralibacter Providencia Pseudomonas Salmonella Serratia Staphylococcus Stenotrophomonas Vibrio Yersinia
fosA2_NT,fosA2,Fosfomycin,Fosfomycin_thiol_transferases,FOSA,fosA2_NT,Cronobacter Enterobacter Escherichia Klebsiella Providencia Salmonella
fosX_NT,fosX,Fosfomycin,Fosfomycin_thiol_transferases,FOSX,fosX_NT,Clostridioides Clostridium Enterobacter Enterococcus Escherichia Klebsiella Listeria Morganella Pseudomonas Salmonella
fusB_NT,fusB,Fusidic_acid,Ribosomal_zinc-binding_protein,FUSB,fusB_NT,Clostridioides Listeria Staphylococcus
fusC_NT,fusC,Fusidic_acid,Ribosomal_zinc-binding_protein,FUSC,fusC_NT,Macrococcoides Macrococcus Staphylococcus
grm_NT,grm,Aminoglycosides,16S_rRNA_methyltransferases,GRM,grm_NT,Micromonospora
grmA_NT,grmA,Aminoglycosides,16S_rRNA_methyltransferases,GRM,grmA_NT,Micromonospora
grmO_NT,grmO,Aminoglycosides,16S_rRNA_methyltransferases,GRM,grmO_NT,Micromonospora
kmr_NT,kmr,Aminoglycosides,16S_rRNA_methyltransferases,KMR,kmr_NT,Streptomyces
lmrA_NT,lmrA,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRA,lmrA_NT,Streptomyces
lmrC_NT,lmrC,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRC,lmrC_NT,Streptomyces
lnuA_or_linA_NT,lnu(A),MLS,Lincosamide_nucleotidyltransferases,LNUA,lnuA_or_linA_NT,Acinetobacter Bacillus Campylobacter Citrobacter Clostridioides Clostridium Enterococcus Escherichia Geobacillus Haemophilus Klebsiella Latilactobacillus Ligilactobacillus Limosilactobacillus Listeria Macrococcoides Mammaliicoccus Mycobacterium Neisseria Pediococcus Pseudomonas Salmonella Staphylococcus Streptococcus Streptomyces Vibrio
lnuB_or_linB_NT,lnu(B),MLS,Lincosamide_nucleotidyltransferases,LNUB,lnuB_or_linB_NT,Campylobacter Clostridioides Clostridium Enterococcus Escherichia Klebsiella Ligilactobacillus Listeria Staphylococcus Streptococcus Vagococcus
lnuC_NT,lnu(C),MLS,Lincosamide_nucleotidyltransferases,LNUC,lnuC_NT,Akkermansia Bifidobacterium Brachyspira Campylobacter Candidatus Cetobacterium Cloacibacillus Clostridioides Clostridium Enterococcus Escherichia Eubacteriales Eubacterium Fannyhessea Fusobacterium Glaesserella Lachnospiraceae Lactobacillus Lentisphaeria Ligilactobacillus Listeria Megamonas Megasphaera Phascolarctobacterium Salmonella Streptococcus Succiniclasticum Veillonella 
lnuD_NT,lnu(D),MLS,Lincosamide_nucleotidyltransferases,LNUC,lnuD_NT,Listeria Streptococcus Sedimentibacter Enterococcus
lnuD_NT.1,lnu(D),MLS,Lincosamide_nucleotidyltransferases,LNUC,lnuD_NT,Listeria Streptococcus Sedimentibacter Enterococcus 
lnuF_or_linF_NT,lnu(F),MLS,Lincosamide_nucleotidyltransferases,LNUF,lnuF_or_linF_NT,Acinetobacter Citrobacter Deinococcus Enterobacter Enterococcus Escherichia Klebsiella Moellerella Morganella Nitratidesulfovibrio Proteus Providencia Pseudomonas Salmonella Yersinia 
lnuG_or_linG_NT,lnu(F),MLS,Lincosamide_nucleotidyltransferases,LNUF,lnuG_or_linG_NT,Acinetobacter Citrobacter Enterobacter Enterococcus Escherichia Klebsiella Morganella Proteus Providencia Pseudomonas Rheinheimera Salmonella Serratia Yersinia
lsaA_NT,lsa(A),MLS,MLS_resistance_ABC_efflux_pumps,LSA,lsaA_NT,Campylobacter Clostridioides Clostridium Enterococcus Escherichia Klebsiella Listeria Providencia Pseudomonas Salmonella Staphylococcus Streptococcus
lsaA_NT.1,lsa(A),MLS,MLS_resistance_ABC_efflux_pumps,LSA,lsaA_NT,Campylobacter Clostridioides Clostridium Enterococcus Escherichia Klebsiella Listeria Providencia Pseudomonas Salmonella Staphylococcus Streptococcus
lsaB_NT,lsa(B),Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LSAB,lsaB_NT,Enterococcus Lysinibacillus Mammaliicoccus Staphylococcus
lsaC_NT,lsa(C),Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LSAC,lsaC_NT,Arcanobacterium Candidatus Cardiobacterium Eikenella Fusobacterium Gardnerella Gemella Lachnoanaerobaculum Lachnospiraceae Leptotrichia NA Neisseria Sneathia Staphylococcus Streptococcus Veillonella
lsaE_NT,lsa(E),MLS,MLS_resistance_ABC_efflux_pumps,LSA,lsaE_NT,Campylobacter Clostridioides Clostridium Enterococcus Escherichia Klebsiella Ligilactobacillus Listeria Staphylococcus Streptococcus
macA_NT,macA,MLS,Multi-drug_ABC_efflux_pumps,MACA,macA_NT,Escherichia Neisseria
macA_NT.1,macA,MLS,Multi-drug_ABC_efflux_pumps,MACA,macA_NT,Escherichia Neisseria Shigella
macA.Kp_NT,macA.Kp,MLS,Multi-drug_ABC_efflux_pumps,MACA,macA.Kp_NT,Klebsiella
macA.Kp_NT.1,macA.Kp,MLS,Multi-drug_ABC_efflux_pumps,MACA,macA.Kp_NT,Klebsiella
macB_NT,macB,MLS,Multi-drug_ABC_efflux_pumps,MACB,macB_NT,Escherichia Neisseria Shigella
macB_NT.1,macB,MLS,Multi-drug_ABC_efflux_pumps,MACB,macB_NT,Escherichia Neisseria Shigella
macB.Kp_NT,macB.Kp,MLS,Multi-drug_ABC_efflux_pumps,MACB,macB.Kp_NT,Klebsiella
mdtA_NT,mdtA,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,MDTA,mdtA_NT,Escherichia Lactococcus Shigella Streptococcus
mdtA_NT.1,mdtA,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,MDTA,mdtA_NT,Escherichia Lactococcus Shigella Streptococcus
mecA_NT,mecA,betalactams,Penicillin_binding_protein,MECA,mecA_NT,Escherichia Klebsiella Listeria Mammaliicoccus Salmonella Staphylococcus Streptococcus
mefA_NT,mef(A),MLS,MLS_resistance_MFS_efflux_pumps,MEFA,mefA_NT,Acidilutibacter Acidovorax Alistipes Anaerotignum Bacillus Bacteroidales Bacteroides Blautia Butyricimonas Candidatus Clostridioides Clostridium Enterococcus Escherichia Eubacterium Gemella Haemophilus Haloimpatiens Heyndrickxia Klebsiella Listeria Mediterraneibacter Neisseria Phocaeicola Proteiniborus Pseudomonas Roseburia Salmonella Streptococcus Turicibacter 
mefB_NT,mef(B),MLS,MLS_resistance_MFS_efflux_pumps,MEFB,mefB_NT,Acetivibrio Avibacterium Campylobacter Citrobacter Escherichia Klebsiella Pasteurella Salmonella Shigella Yersinia
mefE_NT,mef(A),MLS,MLS_resistance_MFS_efflux_pumps,MEFA,mefE_NT,Bacillus Clostridioides Clostridium Enterococcus Escherichia Gardnerella Haemophilus Klebsiella Lactobacillus Listeria NA Neisseria Pseudomonas Salmonella Streptococcus
mgtA_or_gimA_NT,mgtA,MLS,Macrolide_glycosyltransferases,GIMA,mgtA_or_gimA_NT,Streptomyces
mphA_NT,mph(A),MLS,Macrolide_phosphotransferases,MPHA,mphA_NT,Acinetobacter Aeromonas Citrobacter Cronobacter Edwardsiella Enterobacter Enterococcus Escherichia Klebsiella Kluyvera_intermedia Leclercia Listeria Morganella Oceanimonas Pluralibacter Providencia Pseudomonas Raoultella Salmonella Serratia Shewanella Shigella Staphylococcus Stenotrophomonas Streptococcus Vibrio Yersinia 
mphB_NT,mph(B),MLS,Macrolide_phosphotransferases,MPHB,mphB_NT,Bacillus Citrobacter Clostridioides Clostridium Desemzia Enterobacter Enterococcus Escherichia Jeotgalibaca Klebsiella Kurthia Listeria Lysinibacillus Providencia Salmonella Sporosarcina Streptococcus Yersinia 
mphC_NT,mph(C),MLS,Macrolide_phosphotransferases,MPHC,mphC_NT,Acinetobacter Clostridioides Enterococcus Escherichia Klebsiella Listeria Mycobacterium Neisseria Pseudomonas Staphylococcus Streptococcus Yersinia
mphC_NT.1,mph(C),MLS,Macrolide_phosphotransferases,MPHC,mphC_NT,Acinetobacter Clostridioides Enterococcus Escherichia Klebsiella Listeria Mycobacterium Neisseria Pseudomonas Staphylococcus Streptococcus Yersinia
mphD_NT,mph(D),MLS,Macrolide_phosphotransferases,MPHD,mphD_NT,Pseudomonas
mphD_NT.1,mph(D),MLS,Macrolide_phosphotransferases,MPHD,mphD_NT,Pseudomonas
mphE_NT,mph(E),MLS,Macrolide_phosphotransferases,MPHE,mphE_NT,Acinetobacter Aeromonas Bacillus Citrobacter Comamonas Enterobacter Escherichia Haemophilus Klebsiella Mannheimia Morganella Pasteurella Pluralibacter Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Thiopseudomonas Staphylococcus Stenotrophomonas Vibrio Yersinia 
mphF_NT,mph(F),MLS,Macrolide_phosphotransferases,MPHE,mphF_NT,Advenella Citrobacter Delftia Enterobacter Escherichia Klebsiella Pseudomonas Salmonella Stenotrophomonas Vibrio 
mphK_NT,mph(A),MLS,Macrolide_phosphotransferases,MPHA,mphA_NT,Acinetobacter Aeromonas Citrobacter Cronobacter Edwardsiella Enterobacter Enterococcus Escherichia Klebsiella Kluyvera_intermedia Leclercia Listeria Morganella Oceanimonas Pluralibacter Providencia Pseudomonas Raoultella Salmonella Serratia Shewanella Shigella Staphylococcus Stenotrophomonas Streptococcus Vibrio Yersinia 
mreA_NT,mreA,MLS,MLS_resistance_ABC_efflux_pumps ,MREA,mreA_NT,Streptococcus
msrA_NT,msr(A),MLS,MLS_resistance_ABC_efflux_pumps,MSRA,msrA_NT,Acinetobacter Campylobacter Clostridioides Corynebacterium Enterococcus Escherichia Klebsiella Listeria Mycobacterium NA Neisseria Providencia Pseudomonas Staphylococcus Streptococcus Vibrio Yersinia
msrA_NT.1,msr(A),MLS,MLS_resistance_ABC_efflux_pumps,MSRA,msrA_NT,Acinetobacter Campylobacter Citrobacter Clostridioides Corynebacterium Enterococcus Escherichia Klebsiella Listeria Mycobacterium NA Neisseria Providencia Pseudomonas Staphylococcus Streptococcus Vibrio Yersinia
msrC_NT,msr(C),MLS,MLS_resistance_ABC_efflux_pumps,MSRC,msrC_NT,Enterococcus Escherichia Klebsiella Listeria Pediococcus Staphylococcus Streptococcus
msrD_or_mel_NT,msr(D),MLS,MLS_resistance_ABC_efflux_pumps,MSRD,msrD_or_mel_NT,Bacillus Clostridioides Clostridium Enterococcus Escherichia Gardnerella Haemophilus Klebsiella Lactobacillus Listeria NA Neisseria Pseudomonas Salmonella Streptococcus 
mupA_NT,mupA,Mupirocin,Mupirocin-resistant_isoleucyl-tRNA_synthetase,MUPA,mupA_NT,Bacillus Campylobacter Corynebacterium Enterococcus Klebsiella Staphylococcus
mupB_NT,mupB,Mupirocin,Mupirocin-resistant_isoleucyl-tRNA_synthetase,MUPB,mupB_NT,Staphylococcus
mupB_NT.1,mupB,Mupirocin,Mupirocin-resistant_isoleucyl-tRNA_synthetase,MUPB,mupB_NT,Staphylococcus
nbrB_NT,nbrB,Aminoglycosides,16S_rRNA_methyltransferases,NBRB,nbrB_NT,Streptoalloteichus
nimA_NT,nimA,Metronidazole,nim_nitroimidazole_reductase,NIMA,nimA_NT,Bacteroides Campylobacter Eikenella Enterocloster Faecalibacterium Phocaeicola 
nimA.Cb_NT,nimA.Cb,Metronidazole,nim_nitroimidazole_reductase,NIMA,nimA.Cb_NT,Clostridium
nimB_NT,nimB,Metronidazole,nim_nitroimidazole_reductase,NIMB,nimB_NT,Bacteroides
nimC_NT,nimC,Metronidazole,nim_nitroimidazole_reductase,NIMC,nimC_NT,Bacteroides
nimD_NT,nimD,Metronidazole,nim_nitroimidazole_reductase,NIMD,nimD_NT,Bacteroides 
nimE_NT,nimE,Metronidazole,nim_nitroimidazole_reductase,NIME,nimE_NT,Bacteroides Escherichia Phocaeicola Salmonella Veillonella 
nimE_NT.1,nimE,Metronidazole,nim_nitroimidazole_reductase,NIME,nimE_NT,Bacteroides Escherichia Phocaeicola Salmonella Veillonella 
nimF_NT,nimF,Metronidazole,nim_nitroimidazole_reductase,NIMF,nimF_NT,Phocaeicola 
nimF_NT.1,nimF,Metronidazole,nim_nitroimidazole_reductase,NIMF,nimF_NT,Phocaeicola
norA_NT,norA,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,NORA,norA_NT,Staphylococcus
oleB_NT,ole(B),MLS,MLS_resistance_ABC_efflux_pumps,OLEB,oleB_NT,Streptomyces
oleC_NT,oleC,MLS,MLS_resistance_ABC_efflux_pumps,OLEC,oleC_NT,Streptomyces
oleC_NT.1,oleC,MLS,MLS_resistance_ABC_efflux_pumps,OLEC,oleC_NT,Streptomyces
